DocID,Specialty,YearsPractice,PrescriptionFreq,CriteriaScore,PreferBrand,Comment,Comment_missing
137ddfbdc07c9574,Endocrino,18,Weekly,0.31,Yes,Je suis très attentif à les guidelines internationales récentes en matière de prescription. Le suivi régulier rapproché permet d'ajuster efficacement le traitement.,0
ddc2740d1b310f07,Pulmono,8,Daily,0.62,No,Mon expérience clinique montre que la simplicité du schéma thérapeutique pour améliorer l'observance. Les nouvelles thérapies doivent impérativement démontrer leur vraie valeur ajoutée. La coordination avec la médecine de ville est essentielle.,0
cc3b2fb339bd6129,GP,12,Rare,0.86,No,Je valorise particulièrement les recommandations officielles de la HAS mises à jour systématiquement.,0
fc0fc63e09e52738,Cardio,12,Monthly,0.78,No,Dans mon exercice les comorbidités multiples qui influencent fortement mes choix thérapeutiques. L'observance thérapeutique reste un défi majeur quotidien que je constate.,0
0f10e11e25877e0a,Pulmono,9,Monthly,0.27,Yes,Ma pratique repose entièrement sur la tolérance du traitement autant que son efficacité thérapeutique. L'impact sur la qualité de vie globale compte énormément.,0
4ee6843a07641656,GP,8,Weekly,0.45,No,Les patients sont souvent peu observants malheureusement dans ma pratique.,0
b906aab74f2270f0,Pulmono,9,Daily,0.48,No,L'essentiel pour moi reste les preuves scientifiques les plus récentes disponibles dans la littérature. L'impact sur la qualité de vie globale compte énormément. La compliance est souvent problématique avec les schémas complexes.,0
b44559cf36d914a5,GP,14,Weekly,0.65,Yes,Je privilégie toujours la personnalisation optimale du traitement selon chaque cas particulier. Les patients demandent de plus en plus souvent des alternatives moins chères.,0
2ddfd6efef7c71bb,Pulmono,11,Monthly,0.82,No,Je tiens particulièrement compte de la simplicité du schéma thérapeutique pour améliorer l'observance. Je prends systématiquement le temps d'expliquer le traitement en détail.,0
c86f45bc5f71d4c9,GP,7,Monthly,0.54,No,Je m'appuie principalement sur l'efficacité clinique démontrée plutôt que les considérations économiques. Je suis très attentif aux retours d'expérience de mes patients.,0
614e2e8d9636fc05,GP,14,Monthly,0.65,Yes,Je m'appuie principalement sur l'efficacité clinique démontrée plutôt que les considérations économiques.,0
1f1dcd84681cbb17,GP,7,Monthly,0.87,No,Mon approche privilégie clairement le profil individuel spécifique de chaque patient avant tout.,0
e48674874b2f0819,Pulmono,8,Weekly,0.44,No,Je considère d'abord systématiquement le rapport bénéfice-risque qui doit impérativement rester favorable.,0
67cca97a75e98d17,GP,13,Monthly,0.69,No,Je prescris en fonction de la tolérance du traitement autant que son efficacité thérapeutique. Les patients sont souvent peu observants malheureusement dans ma pratique.,0
f8a1c330838afc05,Endocrino,7,Weekly,0.75,No,Je suis très attentif à les guidelines internationales récentes en matière de prescription. Les effets secondaires constituent un critère absolument déterminant.,0
0fe6b03317a437d0,Endocrino,11,Daily,0.79,No,Je tiens particulièrement compte de la balance efficacité-tolérance dans chaque décision thérapeutique.,0
632a295848c83cf5,GP,8,Weekly,0.39,Yes,Ma démarche s'appuie sur les contre-indications absolues que je vérifie systématiquement. Les patients sont souvent peu observants malheureusement dans ma pratique.,0
4641ca9154611657,Onco,10,Monthly,0.4,No,,1
eaed8a047115c94b,GP,10,Monthly,0.85,No,Pour ma pratique quotidienne les recommandations officielles de la HAS mises à jour systématiquement. La compliance est souvent problématique avec les schémas complexes. Les effets secondaires constituent un critère absolument déterminant.,0
62c28152dc3cad8a,Endocrino,7,Weekly,0.59,No,"Ma priorité reste avant tout les données de vie réelle importantes pour ma pratique quotidienne. Les effets secondaires constituent un critère absolument déterminant. Les recommandations évoluent constamment, il faut rester très informé.",0
056dddca43fb2562,Cardio,6,Weekly,0.15,No,Je participe très régulièrement à des formations continues obligatoires.,0
0a3c5aec6b35e6f9,GP,9,Daily,0.48,No,Mon expérience clinique montre que l'éducation thérapeutique approfondie du patient car c'est fondamental.,0
a2dd90f20a07f36e,GP,13,Rare,0.09,Yes,"Je tiens particulièrement compte de les données de vie réelle importantes pour ma pratique quotidienne. Les recommandations évoluent constamment, il faut rester très informé.",0
9d28f77bdddf0b91,Endocrino,10,Monthly,0.54,Yes,Je tiens particulièrement compte de l'efficacité clinique démontrée plutôt que les considérations économiques.,0
9f4d17c46c9d892e,Onco,14,Rare,0.19,Yes,Je valorise particulièrement les traitements validés avec données solides et robustes disponibles. Les risques d'interactions augmentent avec les polymédications.,0
a0217b2c98964384,GP,8,Monthly,0.67,No,Je prends systématiquement le temps d'expliquer le traitement en détail.,0
210656bf64777b50,GP,12,Weekly,0.15,No,,1
2fdd57a952c847ee,Onco,13,Daily,0.68,No,"Les recommandations évoluent constamment, il faut rester très informé.",0
e9c0f9e01c2f090e,GP,8,Weekly,0.56,No,Pour ma pratique quotidienne les facteurs de risque spécifiques à chaque patient.,0
f175123d8053b2a1,Cardio,8,Daily,0.61,No,Les patients demandent de plus en plus souvent des alternatives moins chères.,0
43aa074bad5dbe86,Cardio,9,Daily,0.44,No,"Je prescris en fonction de la tolérance du traitement autant que son efficacité thérapeutique. Les recommandations évoluent constamment, il faut rester très informé. Je participe très régulièrement à des formations continues obligatoires.",0
31d0b6fe1bf9a594,GP,6,Weekly,0.89,No,,1
8922314a2b63cd74,Endocrino,11,Monthly,0.81,No,"Pour ma pratique quotidienne les comorbidités multiples qui influencent fortement mes choix thérapeutiques. Les recommandations évoluent constamment, il faut rester très informé.",0
d22cb15453bf2342,Onco,10,Weekly,0.17,No,Ma priorité reste avant tout les interactions médicamenteuses potentielles à surveiller toujours. Les effets secondaires constituent un critère absolument déterminant.,0
6e8688847cf14aa5,Cardio,12,Weekly,0.39,Yes,Ma priorité reste avant tout les retours d'expérience de mes patients au fil du temps. Les risques d'interactions augmentent avec les polymédications.,0
e068ee1a66ee289b,Endocrino,6,Weekly,0.48,No,Mon raisonnement clinique privilégie les facteurs de risque spécifiques à chaque patient. Je reste particulièrement vigilant quant aux effets indésirables rares.,0
4105d3abceaf7b36,Endocrino,9,Daily,0.64,No,Je privilégie toujours la simplicité du schéma thérapeutique pour améliorer l'observance. Les patients demandent de plus en plus souvent des alternatives moins chères.,0
5faf075c6f776faf,Cardio,11,Monthly,0.46,Yes,Ma démarche s'appuie sur les facteurs de risque spécifiques à chaque patient. Les patients âgés nécessitent une attention particulière accrue.,0
934cd395b8887c72,GP,6,Monthly,0.82,No,Les patients demandent de plus en plus souvent des alternatives moins chères.,0
fa9dc7270db6f428,Endocrino,11,Weekly,0.3,No,Je base toutes mes décisions sur la simplicité du schéma thérapeutique pour améliorer l'observance. L'observance thérapeutique reste un défi majeur quotidien que je constate.,0
65214b755444f4b7,GP,10,Monthly,0.51,No,Ma priorité reste avant tout les guidelines internationales récentes en matière de prescription. Le coût reste malheureusement un frein majeur pour certains patients.,0
67776faea79c26cf,GP,8,Weekly,0.14,No,L'essentiel pour moi reste le rapport bénéfice-risque qui doit impérativement rester favorable. La compliance est souvent problématique avec les schémas complexes.,0
0e95f4fcfcbd4139,Onco,8,Daily,0.73,No,Mon raisonnement clinique privilégie l'efficacité clinique démontrée plutôt que les considérations économiques. Les patients âgés nécessitent une attention particulière accrue.,0
a408f2a49fa36b5e,Pulmono,9,Weekly,0.07,No,Je privilégie toujours l'éducation thérapeutique approfondie du patient car c'est fondamental. Les nouvelles thérapies doivent impérativement démontrer leur vraie valeur ajoutée.,0
72d893672de65e2d,Onco,11,Rare,0.71,No,Je tiens particulièrement compte de les données de vie réelle importantes pour ma pratique quotidienne. La coordination avec la médecine de ville est essentielle.,0
3ab06fbc6709e1ff,GP,9,Daily,0.43,No,Pour ma pratique quotidienne l'éducation thérapeutique approfondie du patient car c'est fondamental. J'adapte mes prescriptions en fonction du contexte socio-économique.,0
7e20f56242850ee6,Pulmono,8,Weekly,0.76,No,Mon approche privilégie clairement les guidelines internationales récentes en matière de prescription.,0
593d4c34f47e1073,Endocrino,8,Monthly,0.54,No,Je privilégie toujours la balance efficacité-tolérance dans chaque décision thérapeutique.,0
861ba68a8addf8dd,Onco,6,Weekly,0.55,Yes,Je privilégie toujours les interactions médicamenteuses potentielles à surveiller toujours. Les patients demandent de plus en plus souvent des alternatives moins chères. L'observance thérapeutique reste un défi majeur quotidien que je constate.,0
c5d4f9291ec1b954,Onco,9,Weekly,0.72,No,L'observance thérapeutique reste un défi majeur quotidien que je constate.,0
40a1551ae6cc28ae,Onco,12,Monthly,0.17,No,Le coût reste malheureusement un frein majeur pour certains patients.,0
f4fa611e9fd11eea,Onco,12,Weekly,0.46,No,Ma démarche s'appuie sur la simplicité du schéma thérapeutique pour améliorer l'observance. Les patients âgés nécessitent une attention particulière accrue.,0
b4c6c0dadaff119d,GP,5,Monthly,0.48,No,Pour ma pratique quotidienne la personnalisation optimale du traitement selon chaque cas particulier. Le coût reste malheureusement un frein majeur pour certains patients.,0
09973a1f2e8bd23a,Endocrino,7,Monthly,0.61,No,Je prescris en fonction de les retours d'expérience de mes patients au fil du temps. J'adapte mes prescriptions en fonction du contexte socio-économique.,0
335c09310022360c,GP,15,Monthly,0.69,No,,1
e7424a026c1e5290,Endocrino,6,Rare,0.78,Yes,Les effets secondaires constituent un critère absolument déterminant.,0
f497118d03193e67,Onco,8,Monthly,0.27,No,Je considère d'abord systématiquement l'efficacité clinique démontrée plutôt que les considérations économiques. Les patients âgés nécessitent une attention particulière accrue.,0
9ca1c056a960d9c1,GP,17,Monthly,0.35,No,,1
749355fdfcd9d923,Cardio,7,Monthly,0.53,Yes,Mon expérience clinique montre que les données de vie réelle importantes pour ma pratique quotidienne. La coordination avec la médecine de ville est essentielle.,0
bb396a4a03aae675,Endocrino,12,Rare,0.43,Yes,Les effets secondaires constituent un critère absolument déterminant.,0
c84ce5cb49b20f7f,GP,7,Rare,0.39,No,Je considère d'abord systématiquement la personnalisation optimale du traitement selon chaque cas particulier. Je collabore étroitement avec d'autres spécialistes si nécessaire.,0
70185439a273f040,GP,9,Monthly,0.76,No,Ma pratique repose entièrement sur le rapport bénéfice-risque qui doit impérativement rester favorable. Les effets secondaires constituent un critère absolument déterminant.,0
8611915f4d4c6bab,GP,8,Weekly,0.75,Yes,Pour ma pratique quotidienne la tolérance du traitement autant que son efficacité thérapeutique.,0
aebaeb7f5b097dc7,GP,11,Monthly,0.69,Yes,Mon raisonnement clinique privilégie les facteurs de risque spécifiques à chaque patient. L'observance thérapeutique reste un défi majeur quotidien que je constate. Les nouvelles thérapies doivent impérativement démontrer leur vraie valeur ajoutée.,0
6ed4bf7bfa9334c8,Endocrino,11,Daily,0.09,Yes,Mon approche privilégie clairement la tolérance du traitement autant que son efficacité thérapeutique. Les patients sont souvent peu observants malheureusement dans ma pratique.,0
4bcb8bdb493aef83,Cardio,15,Weekly,0.73,Yes,Je tiens particulièrement compte de les traitements validés avec données solides et robustes disponibles.,0
c07e32fd1dfd9933,GP,8,Daily,0.14,No,La compliance est souvent problématique avec les schémas complexes.,0
002685f817c7450b,Onco,11,Rare,0.8,No,J'accorde une grande importance à l'evidence-based medicine comme socle de ma pratique. Les patients âgés nécessitent une attention particulière accrue.,0
bbb140f5695ea5b7,Endocrino,8,Weekly,0.02,No,Je m'appuie principalement sur les preuves scientifiques les plus récentes disponibles dans la littérature. Je suis très attentif aux retours d'expérience de mes patients.,0
c3d24aea8d17987f,Cardio,17,Monthly,0.49,No,Je tiens particulièrement compte de les interactions médicamenteuses potentielles à surveiller toujours. Je participe très régulièrement à des formations continues obligatoires.,0
c88eede40ea659d4,GP,11,Weekly,0.51,No,Je privilégie toujours les comorbidités multiples qui influencent fortement mes choix thérapeutiques. Je privilégie les génériques quand c'est médicalement approprié.,0
ab40b32aaa1066c0,Endocrino,7,Daily,0.54,No,Je m'appuie principalement sur l'evidence-based medicine comme socle de ma pratique. Les effets secondaires constituent un critère absolument déterminant. Je reste particulièrement vigilant quant aux effets indésirables rares.,0
00e035dcf6976928,GP,10,Weekly,0.72,No,Je valorise particulièrement l'efficacité clinique démontrée plutôt que les considérations économiques.,0
f7e2149d3b860733,Endocrino,4,Monthly,0.59,No,Je me concentre essentiellement sur l'evidence-based medicine comme socle de ma pratique. Je suis très attentif aux retours d'expérience de mes patients.,0
9b6c6aedd237a60e,Endocrino,5,Monthly,0.75,No,Ma pratique repose entièrement sur les guidelines internationales récentes en matière de prescription. La coordination avec la médecine de ville est essentielle.,0
f3adef8714e29085,GP,18,Daily,0.89,No,Mon approche privilégie clairement l'éducation thérapeutique approfondie du patient car c'est fondamental.,0
34856a7b7a3c9dd8,Onco,12,Weekly,0.3,No,Je m'appuie principalement sur la tolérance du traitement autant que son efficacité thérapeutique. La coordination avec la médecine de ville est essentielle.,0
d92c56a3279504d9,Cardio,7,Monthly,0.22,Yes,L'essentiel pour moi reste le rapport bénéfice-risque qui doit impérativement rester favorable. Les patients âgés nécessitent une attention particulière accrue.,0
4c62780da3168855,GP,5,Daily,0.47,No,Je privilégie toujours le profil individuel spécifique de chaque patient avant tout. Les patients sont souvent peu observants malheureusement dans ma pratique. Le suivi régulier rapproché permet d'ajuster efficacement le traitement.,0
c046cd5bee8beb66,Onco,8,Weekly,0.58,No,Ma pratique repose entièrement sur les guidelines internationales récentes en matière de prescription. Je suis très attentif aux retours d'expérience de mes patients.,0
1003203fc78c37a6,Cardio,11,Weekly,0.81,No,Je base toutes mes décisions sur les recommandations officielles de la HAS mises à jour systématiquement. Je prends systématiquement le temps d'expliquer le traitement en détail.,0
343e4e619cc9c52e,Endocrino,8,Monthly,0.47,No,Ma pratique repose entièrement sur les retours d'expérience de mes patients au fil du temps.,0
2deb0df5cbb4907f,Endocrino,9,Weekly,0.35,No,Je collabore étroitement avec d'autres spécialistes si nécessaire.,0
e6d21225532a6f5e,GP,5,Weekly,0.53,No,Mon expérience clinique montre que le rapport bénéfice-risque qui doit impérativement rester favorable. Je privilégie les génériques quand c'est médicalement approprié.,0
838d837a6ad159ab,Onco,11,Rare,0.6,No,Les nouvelles thérapies doivent impérativement démontrer leur vraie valeur ajoutée.,0
2c521b3c2ef1c675,Cardio,11,Monthly,0.85,No,Je m'appuie principalement sur l'efficacité clinique démontrée plutôt que les considérations économiques. La coordination avec la médecine de ville est essentielle.,0
573f76f1761fbb85,GP,11,Weekly,0.44,Yes,Je suis très attentif aux retours d'expérience de mes patients.,0
cb38b96215315a27,Onco,7,Weekly,0.7,No,L'essentiel pour moi reste l'evidence-based medicine comme socle de ma pratique. L'observance thérapeutique reste un défi majeur quotidien que je constate. Les patients demandent de plus en plus souvent des alternatives moins chères.,0
4c077574bf99406d,Cardio,18,Weekly,0.66,No,Ma priorité reste avant tout l'evidence-based medicine comme socle de ma pratique.,0
de88a1894e5f6e4a,Endocrino,9,Daily,0.15,No,Je base toutes mes décisions sur l'efficacité clinique démontrée plutôt que les considérations économiques.,0
2263af1c38fd1397,Pulmono,8,Weekly,0.6,No,Je considère d'abord systématiquement la simplicité du schéma thérapeutique pour améliorer l'observance.,0
6af8fdb32e08f064,GP,6,Weekly,0.42,No,Je prescris en fonction de les retours d'expérience de mes patients au fil du temps. L'impact sur la qualité de vie globale compte énormément.,0
966e935c80435bfd,GP,12,Weekly,0.45,No,Je privilégie toujours l'éducation thérapeutique approfondie du patient car c'est fondamental. Les patients demandent de plus en plus souvent des alternatives moins chères. Les nouvelles thérapies doivent impérativement démontrer leur vraie valeur ajoutée.,0
bcebd5bf461fa78f,GP,13,Rare,0.72,No,Je valorise particulièrement la simplicité du schéma thérapeutique pour améliorer l'observance. Les risques d'interactions augmentent avec les polymédications.,0
7e5edd29e16af23d,Pulmono,15,Rare,0.04,Yes,Ma priorité reste avant tout les contre-indications absolues que je vérifie systématiquement. Je suis très attentif aux retours d'expérience de mes patients.,0
c5f23e3d3ef8d4f3,GP,12,Daily,0.12,No,Je valorise particulièrement les guidelines internationales récentes en matière de prescription. Les patients demandent de plus en plus souvent des alternatives moins chères. La coordination avec la médecine de ville est essentielle.,0
a904297c826ba9ee,GP,9,Monthly,0.42,No,Ma priorité reste avant tout les recommandations officielles de la HAS mises à jour systématiquement. Les patients sont souvent peu observants malheureusement dans ma pratique.,0
16564de3ac635230,GP,9,Daily,0.31,No,Pour ma pratique quotidienne les traitements validés avec données solides et robustes disponibles. Je collabore étroitement avec d'autres spécialistes si nécessaire.,0
5a33b5bd142a00f2,GP,18,Monthly,0.06,No,J'intègre systématiquement l'éducation thérapeutique approfondie du patient car c'est fondamental. Les patients sont souvent peu observants malheureusement dans ma pratique.,0
942b0b91e6f7dcc2,Endocrino,11,Daily,0.21,No,Mon expérience clinique montre que les traitements validés avec données solides et robustes disponibles. Le coût reste malheureusement un frein majeur pour certains patients.,0
90229316f2c12d99,Onco,16,Rare,0.37,Yes,Je reste particulièrement vigilant quant aux effets indésirables rares.,0
14b8298abc41000b,GP,11,Monthly,0.45,No,L'essentiel pour moi reste l'expérience clinique accumulée au fil de nombreuses années.,0
cff7ec7abf73a97a,Cardio,7,Daily,0.54,No,Ma priorité reste avant tout la personnalisation optimale du traitement selon chaque cas particulier. La compliance est souvent problématique avec les schémas complexes.,0
f13e8909b42e414f,Pulmono,8,Monthly,0.32,No,Ma pratique repose entièrement sur les recommandations officielles de la HAS mises à jour systématiquement. Le suivi régulier rapproché permet d'ajuster efficacement le traitement.,0
1bd9316dd919dadf,Cardio,11,Monthly,0.62,No,Je prescris en fonction de le profil individuel spécifique de chaque patient avant tout.,0
592024b0da0d8b74,Onco,15,Weekly,0.37,No,Ma démarche s'appuie sur la personnalisation optimale du traitement selon chaque cas particulier. Je suis très attentif aux retours d'expérience de mes patients. La compliance est souvent problématique avec les schémas complexes.,0
bb3617f72cd7a5c7,Cardio,6,Monthly,0.5,No,Je prescris en fonction de la balance efficacité-tolérance dans chaque décision thérapeutique.,0
a56e8a4b6bfa9982,GP,8,Monthly,0.33,No,Ma démarche s'appuie sur les recommandations officielles de la HAS mises à jour systématiquement. Le coût reste malheureusement un frein majeur pour certains patients.,0
c725475785202b76,Onco,10,Monthly,0.5,No,Je prescris en fonction de la balance efficacité-tolérance dans chaque décision thérapeutique. La coordination avec la médecine de ville est essentielle.,0
5645fb666ffc8193,Cardio,10,Monthly,0.65,No,Ma pratique repose entièrement sur la personnalisation optimale du traitement selon chaque cas particulier.,0
4bdbb5402b38f158,GP,12,Weekly,0.58,No,Ma priorité reste avant tout la simplicité du schéma thérapeutique pour améliorer l'observance.,0
19f174334d66b171,GP,8,Monthly,0.25,No,Mon expérience clinique montre que les données de vie réelle importantes pour ma pratique quotidienne. Les nouvelles thérapies doivent impérativement démontrer leur vraie valeur ajoutée.,0
8018efc6b173c443,Onco,10,Rare,0.65,Yes,Mon expérience clinique montre que les contre-indications absolues que je vérifie systématiquement. Le suivi régulier rapproché permet d'ajuster efficacement le traitement.,0
ef3fe8acb73647c5,Pulmono,11,Weekly,0.45,No,Ma priorité reste avant tout l'efficacité clinique démontrée plutôt que les considérations économiques.,0
fc5000332ebf8095,Cardio,11,Daily,0.44,Yes,Je tiens particulièrement compte de la balance efficacité-tolérance dans chaque décision thérapeutique. Je participe très régulièrement à des formations continues obligatoires.,0
4d942f48028360de,Pulmono,12,Monthly,0.18,No,Je tiens particulièrement compte de la tolérance du traitement autant que son efficacité thérapeutique. Je prends systématiquement le temps d'expliquer le traitement en détail.,0
8a17e4503ad182a6,Cardio,12,Rare,0.67,No,Je me concentre essentiellement sur les contre-indications absolues que je vérifie systématiquement. Les nouvelles thérapies doivent impérativement démontrer leur vraie valeur ajoutée. L'impact sur la qualité de vie globale compte énormément.,0
64d5f7ac9ce7d033,GP,11,Daily,0.42,No,Je participe très régulièrement à des formations continues obligatoires.,0
a79bac0be15698f9,Endocrino,11,Weekly,0.17,No,J'intègre systématiquement l'éducation thérapeutique approfondie du patient car c'est fondamental.,0
5dd289ebd5331343,Endocrino,10,Daily,0.58,No,Je me concentre essentiellement sur la simplicité du schéma thérapeutique pour améliorer l'observance.,0
76ed06593fc0f75d,Cardio,16,Monthly,0.23,No,Je m'appuie principalement sur la tolérance du traitement autant que son efficacité thérapeutique. Les effets secondaires constituent un critère absolument déterminant. Les patients demandent de plus en plus souvent des alternatives moins chères.,0
6632ee83552e6cf3,GP,13,Rare,0.44,No,Je considère d'abord systématiquement les facteurs de risque spécifiques à chaque patient.,0
b92a7cc6840a1d95,GP,15,Weekly,0.16,Yes,"Je suis très attentif à les comorbidités multiples qui influencent fortement mes choix thérapeutiques. Les recommandations évoluent constamment, il faut rester très informé.",0
6c2362cd10065729,Pulmono,12,Weekly,0.81,No,Je prescris en fonction de le rapport bénéfice-risque qui doit impérativement rester favorable.,0
f84b393328b3682e,Pulmono,10,Rare,0.64,No,Je base toutes mes décisions sur l'evidence-based medicine comme socle de ma pratique. L'observance thérapeutique reste un défi majeur quotidien que je constate.,0
e82d3ecac9946e80,Endocrino,7,Daily,0.61,Yes,Je considère d'abord systématiquement les interactions médicamenteuses potentielles à surveiller toujours. Je prends systématiquement le temps d'expliquer le traitement en détail. Les patients sont souvent peu observants malheureusement dans ma pratique.,0
a5b149578155e77f,Pulmono,11,Monthly,0.48,No,Je base toutes mes décisions sur les contre-indications absolues que je vérifie systématiquement. J'adapte mes prescriptions en fonction du contexte socio-économique.,0
dfe7cab7c334f3ac,Endocrino,8,Weekly,0.56,No,J'adapte mes prescriptions en fonction du contexte socio-économique.,0
53b15d59afae91b7,Pulmono,9,Weekly,0.35,No,Ma priorité reste avant tout la tolérance du traitement autant que son efficacité thérapeutique. L'impact sur la qualité de vie globale compte énormément.,0
759209642e53d452,GP,9,Weekly,0.76,Yes,L'essentiel pour moi reste les recommandations officielles de la HAS mises à jour systématiquement. Je participe très régulièrement à des formations continues obligatoires.,0
6cd004c6e524bb67,GP,6,Monthly,0.34,No,Je privilégie toujours le profil individuel spécifique de chaque patient avant tout.,0
82e6866725df82f9,Cardio,21,Rare,0.09,No,"Les recommandations évoluent constamment, il faut rester très informé.",0
18e41f6e4d5c9bbc,GP,6,Rare,0.85,No,Je suis très attentif à les données de vie réelle importantes pour ma pratique quotidienne. Je suis très attentif aux retours d'expérience de mes patients.,0
8f0019dfc62c2366,Endocrino,6,Monthly,0.61,No,Je prescris en fonction de la balance efficacité-tolérance dans chaque décision thérapeutique. La coordination avec la médecine de ville est essentielle.,0
abfe2269964ab521,Onco,13,Weekly,0.51,No,Je m'appuie principalement sur l'efficacité clinique démontrée plutôt que les considérations économiques. Les patients sont souvent peu observants malheureusement dans ma pratique. Je participe très régulièrement à des formations continues obligatoires.,0
8f8026a0f9665b07,Cardio,11,Weekly,0.63,Yes,"Je suis très attentif à les contre-indications absolues que je vérifie systématiquement. Les recommandations évoluent constamment, il faut rester très informé.",0
bcd8f770414fcc42,Onco,6,Weekly,0.46,No,Je prescris en fonction de les comorbidités multiples qui influencent fortement mes choix thérapeutiques.,0
2d9711e9fdd0a7fa,Cardio,13,Rare,0.49,Yes,Ma pratique repose entièrement sur les contre-indications absolues que je vérifie systématiquement. L'observance thérapeutique reste un défi majeur quotidien que je constate.,0
09172c11db825e8c,Cardio,7,Weekly,0.52,Yes,Mon approche privilégie clairement la balance efficacité-tolérance dans chaque décision thérapeutique. Je privilégie les génériques quand c'est médicalement approprié.,0
d500a7da4c08b7da,Endocrino,13,Rare,0.14,Yes,Je base toutes mes décisions sur les guidelines internationales récentes en matière de prescription. Les patients sont souvent peu observants malheureusement dans ma pratique.,0
0b380fd8595d338d,GP,8,Rare,0.69,No,Le coût reste malheureusement un frein majeur pour certains patients.,0
2ec89bb4d42cafd1,GP,7,Weekly,0.57,No,Pour ma pratique quotidienne les preuves scientifiques les plus récentes disponibles dans la littérature.,0
14d75a00ff11799c,Cardio,11,Monthly,0.5,Yes,Je suis très attentif à les preuves scientifiques les plus récentes disponibles dans la littérature. Le suivi régulier rapproché permet d'ajuster efficacement le traitement.,0
61559116c2a33e62,Onco,7,Rare,0.62,No,"Je m'appuie principalement sur les contre-indications absolues que je vérifie systématiquement. Les recommandations évoluent constamment, il faut rester très informé.",0
12c40385411a5d60,Endocrino,10,Monthly,0.9,Yes,Ma pratique repose entièrement sur les facteurs de risque spécifiques à chaque patient.,0
0d8b365fbd52b49c,GP,12,Monthly,0.69,No,Mon raisonnement clinique privilégie le rapport bénéfice-risque qui doit impérativement rester favorable. Je reste particulièrement vigilant quant aux effets indésirables rares.,0
f084a19ba6297947,GP,6,Monthly,0.9,No,Dans mon exercice la personnalisation optimale du traitement selon chaque cas particulier. J'adapte mes prescriptions en fonction du contexte socio-économique.,0
1f9615cda571d11f,Onco,14,Daily,0.25,No,Dans mon exercice le profil individuel spécifique de chaque patient avant tout. Les effets secondaires constituent un critère absolument déterminant.,0
cff120e5a94da3b7,Cardio,10,Monthly,0.38,No,"Je m'appuie principalement sur les données de vie réelle importantes pour ma pratique quotidienne. Les recommandations évoluent constamment, il faut rester très informé.",0
315aa93ce8793427,Onco,8,Weekly,0.46,No,,1
d6f5175df68b5a87,Cardio,14,Daily,0.56,Yes,Ma priorité reste avant tout les retours d'expérience de mes patients au fil du temps.,0
534b7baf92859775,Endocrino,6,Monthly,0.87,No,Je base toutes mes décisions sur l'éducation thérapeutique approfondie du patient car c'est fondamental.,0
879b6253a88fbbd6,Endocrino,6,Monthly,0.55,Yes,J'intègre systématiquement les guidelines internationales récentes en matière de prescription. Je suis très attentif aux retours d'expérience de mes patients. Les risques d'interactions augmentent avec les polymédications.,0
a0cc44a1dd399e28,GP,8,Weekly,0.44,No,Ma démarche s'appuie sur les comorbidités multiples qui influencent fortement mes choix thérapeutiques. Le coût reste malheureusement un frein majeur pour certains patients.,0
e6a5c140abc42cb3,Endocrino,9,Weekly,0.57,No,Je m'appuie principalement sur les preuves scientifiques les plus récentes disponibles dans la littérature. Les patients sont souvent peu observants malheureusement dans ma pratique.,0
b75071e56a926a3e,Cardio,10,Rare,0.69,No,Les nouvelles thérapies doivent impérativement démontrer leur vraie valeur ajoutée.,0
290ca6a550138ce8,Endocrino,15,Monthly,0.84,Yes,Mon raisonnement clinique privilégie le rapport bénéfice-risque qui doit impérativement rester favorable. Les patients sont souvent peu observants malheureusement dans ma pratique. Je reste particulièrement vigilant quant aux effets indésirables rares.,0
d98d289fb9ab576c,Pulmono,6,Daily,0.46,No,Ma pratique repose entièrement sur les guidelines internationales récentes en matière de prescription.,0
2948e8364b5d139a,GP,17,Rare,0.57,Yes,J'accorde une grande importance à la balance efficacité-tolérance dans chaque décision thérapeutique. Je collabore étroitement avec d'autres spécialistes si nécessaire. Je prends systématiquement le temps d'expliquer le traitement en détail.,0
31ea3ff743695fa3,Endocrino,11,Weekly,0.81,Yes,L'essentiel pour moi reste le rapport bénéfice-risque qui doit impérativement rester favorable. Je collabore étroitement avec d'autres spécialistes si nécessaire.,0
e2f5f02f44021513,GP,6,Monthly,0.53,No,Je m'appuie principalement sur les retours d'expérience de mes patients au fil du temps. L'observance thérapeutique reste un défi majeur quotidien que je constate.,0
6e8498730a1b783c,GP,7,Monthly,0.65,No,Ma priorité reste avant tout la balance efficacité-tolérance dans chaque décision thérapeutique. Le coût reste malheureusement un frein majeur pour certains patients.,0
92950f8df205373c,Endocrino,16,Rare,0.58,No,J'accorde une grande importance à les preuves scientifiques les plus récentes disponibles dans la littérature.,0
230106e737357d88,GP,18,Monthly,0.86,No,Ma priorité reste avant tout la balance efficacité-tolérance dans chaque décision thérapeutique. Les nouvelles thérapies doivent impérativement démontrer leur vraie valeur ajoutée.,0
5797801b4631ff6e,Cardio,8,Weekly,0.94,No,J'accorde une grande importance à la balance efficacité-tolérance dans chaque décision thérapeutique. Les patients sont souvent peu observants malheureusement dans ma pratique.,0
a9f2b36eca8ed294,GP,8,Monthly,0.81,Yes,J'accorde une grande importance à la balance efficacité-tolérance dans chaque décision thérapeutique. La coordination avec la médecine de ville est essentielle.,0
